,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Month,Day,Hour,Sales,Frequency,total_product_purchases,category,sub_category,full_categ
187021,C539565,84406b,cream cupid hearts coat hanger,-3.0,2010-12-20 11:56:00,2.75,14113.0,United Kingdom,12,20,11,-8.25,8,16.0,cream,hanger,hanger cream
187023,C572112,84406b,cream cupid hearts coat hanger,-1.0,2011-10-20 19:13:00,3.75,14113.0,United Kingdom,10,20,19,-3.75,8,16.0,cream,hanger,hanger cream
187026,C542793,22891,tea for one polkadot,-6.0,2011-02-01 10:52:00,4.25,14113.0,United Kingdom,2,1,10,-25.5,8,0.0,polkadot,tea,tea polkadot
187028,C541994,22111,scottie dog hot water bottle,-24.0,2011-01-25 09:49:00,4.25,14113.0,United Kingdom,1,25,9,-102.0,8,144.0,bottle,water,water bottle
187029,C542793,22111,scottie dog hot water bottle,-72.0,2011-02-01 10:52:00,4.25,14113.0,United Kingdom,2,1,10,-306.0,8,144.0,bottle,water,water bottle
187079,C539569,85048,15cm christmas glass ball 20 lights,-6.0,2010-12-20 12:01:00,6.95,17204.0,United Kingdom,12,20,12,-41.7,9,-6.0,glass,christmas,christmas glass
187080,C539569,21781,ma campagne cutlery box,-1.0,2010-12-20 12:01:00,14.95,17204.0,United Kingdom,12,20,12,-14.95,9,-1.0,box,cutlery,cutlery box
187081,C539569,22923,fridge magnets les enfants assorted,-13.0,2010-12-20 12:01:00,0.85,17204.0,United Kingdom,12,20,12,-11.049999999999999,9,-13.0,fridge,enfants,enfants fridge
187084,C547798,22333,retrospot party bag  sticker set,-2.0,2011-03-25 12:43:00,1.65,17204.0,United Kingdom,3,25,12,-3.3,9,6.0,bag,retrospot,retrospot bag
187105,C550482,22843,biscuit tin vintage green,-2.0,2011-04-18 14:12:00,6.75,17204.0,United Kingdom,4,18,14,-13.5,9,0.0,vintage,tin,tin vintage
187115,C547798,22967,set 3 song bird paper eggs assorted,-12.0,2011-03-25 12:43:00,2.95,17204.0,United Kingdom,3,25,12,-35.400000000000006,9,48.0,paper,bird,bird paper
187118,C547798,22957,set 3 paper vintage chick paper egg,-12.0,2011-03-25 12:43:00,2.95,17204.0,United Kingdom,3,25,12,-35.400000000000006,9,48.0,vintage,paper,paper vintage
187129,C557890,20914,set5 red retrospot lid glass bowls,-3.0,2011-06-23 13:54:00,2.95,17204.0,United Kingdom,6,23,13,-8.850000000000001,9,21.0,glass,retrospot,retrospot glass
187132,C550451,22796,photo frame 3 classic hanging,-4.0,2011-04-18 12:55:00,8.5,17204.0,United Kingdom,4,18,12,-34.0,9,2.0,frame,photo,photo frame
187139,C550451,22825,decorative plant pot with frieze,-2.0,2011-04-18 12:55:00,6.75,17204.0,United Kingdom,4,18,12,-13.5,9,0.0,plant,frieze,frieze plant
187193,C555255,22423,regency cakestand 3 tier,-4.0,2011-06-01 15:19:00,10.95,17621.0,United Kingdom,6,1,15,-43.8,4,-4.0,regency,tier,tier regency
187479,C572471,22303,coffee mug apples design,-1.0,2011-10-24 13:33:00,2.1,17090.0,United Kingdom,10,24,13,-2.1,8,125.0,mug,coffee,coffee mug
187533,C539601,22768,family photo frame cornice,-2.0,2010-12-20 13:58:00,9.95,14119.0,United Kingdom,12,20,13,-19.9,1,-2.0,frame,photo,photo frame
187588,C560317,21730,glass star frosted tlight holder,-1.0,2011-07-18 10:54:00,4.95,15527.0,United Kingdom,7,18,10,-4.95,9,5.0,glass,holder,holder glass
187593,C560317,22927,green giant garden thermometer,-2.0,2011-07-18 10:54:00,5.95,15527.0,United Kingdom,7,18,10,-11.9,9,2.0,garden,thermometer,thermometer garden
187799,C564942,21363,home small wood letters,-1.0,2011-08-31 13:19:00,4.95,18097.0,United Kingdom,8,31,13,-4.95,7,-1.0,home,wood,wood home
188175,C569128,22726,alarm clock bakelike green,-2.0,2011-09-30 13:34:00,3.75,15034.0,United Kingdom,9,30,13,-7.5,11,12.0,clock,alarm,alarm clock
188177,C575763,22726,alarm clock bakelike green,-1.0,2011-11-11 10:55:00,3.75,15034.0,United Kingdom,11,11,10,-3.75,11,12.0,clock,alarm,alarm clock
188190,C569128,22729,alarm clock bakelike orange,-1.0,2011-09-30 13:34:00,3.75,15034.0,United Kingdom,9,30,13,-3.75,11,9.0,clock,alarm,alarm clock
188278,C546170,21713,citronella candle flowerpot,-5.0,2011-03-10 10:29:00,1.85,15034.0,United Kingdom,3,10,10,-9.25,11,91.0,candle,citronella,citronella candle
188301,C569128,21733,red hanging heart tlight holder,-1.0,2011-09-30 13:34:00,2.95,15034.0,United Kingdom,9,30,13,-2.95,11,9.0,heart,holder,holder heart
188343,C569128,22727,alarm clock bakelike red,-1.0,2011-09-30 13:34:00,3.75,15034.0,United Kingdom,9,30,13,-3.75,11,11.0,clock,alarm,alarm clock
188653,C565294,20981,12 pencils tall tube woodland,-12.0,2011-09-02 12:00:00,0.85,12423.0,Belgium,9,2,12,-10.2,9,0.0,tube,woodland,woodland tube
188799,C570655,20979,36 pencils tube red retrospot,-2.0,2011-10-11 14:03:00,1.25,15208.0,United Kingdom,10,11,14,-2.5,6,46.0,retrospot,tube,tube retrospot
189000,C557646,22988,soldiers egg cup,-13.0,2011-06-21 17:11:00,1.06,17306.0,United Kingdom,6,21,17,-13.780000000000001,21,1571.0,egg,cup,cup egg
189007,C542261,22970,london bus coffee mug,-6.0,2011-01-26 17:13:00,2.1,17306.0,United Kingdom,1,26,17,-12.600000000000001,21,318.0,mug,london,london mug
189016,C542261,22971,queens guard coffee mug,-2.0,2011-01-26 17:13:00,2.1,17306.0,United Kingdom,1,26,17,-4.2,21,214.0,mug,coffee,coffee mug
189155,C557142,22965,3 traditional biscuit cutters  set,-12.0,2011-06-17 10:06:00,2.1,12678.0,France,6,17,10,-25.200000000000003,10,12.0,biscuit,other,other biscuit
189157,C557142,84378,set of 3 heart cookie cutters,-12.0,2011-06-17 10:06:00,1.25,12678.0,France,6,17,10,-15.0,10,60.0,heart,cookie,cookie heart
190213,C539756,22720,set of 3 cake tins pantry design,-1.0,2010-12-21 16:31:00,4.95,-2967.0,United Kingdom,12,21,16,-4.95,1,-1.0,cake,pantry,pantry cake
190460,C560902,22508,doorstop retrospot heart,-4.0,2011-07-21 17:45:00,3.75,17593.0,United Kingdom,7,21,17,-15.0,6,8.0,heart,retrospot,retrospot heart
190562,C560902,37340,multicolour spring flower mug,-2.0,2011-07-21 17:45:00,0.39,17593.0,United Kingdom,7,21,17,-0.78,6,46.0,flower,mug,mug flower
190674,C570486,22492,mini paint set vintage,-36.0,2011-10-10 17:11:00,0.65,14533.0,United Kingdom,10,10,17,-23.400000000000002,9,72.0,vintage,mini,mini vintage
190715,C569552,15034,paper pocket traveling fan,-1200.0,2011-10-04 17:44:00,0.07,14533.0,United Kingdom,10,4,17,-84.00000000000001,9,0.0,paper,pocket,pocket paper
190724,C570486,22138,baking set 9 piece retrospot,-6.0,2011-10-10 17:11:00,4.95,14533.0,United Kingdom,10,10,17,-29.700000000000003,9,0.0,retrospot,piece,piece retrospot
190736,C539830,22943,christmas lights 10 vintage baubles,-8.0,2010-12-22 13:13:00,4.95,14944.0,United Kingdom,12,22,13,-39.6,14,-2.0,vintage,christmas,christmas vintage
190815,C569956,82482,wooden picture frame white finish,-6.0,2011-10-06 18:36:00,2.95,14944.0,United Kingdom,10,6,18,-17.700000000000003,14,12.0,frame,wooden,wooden frame
190908,C539832,85123a,white hanging heart tlight holder,-1.0,2010-12-22 13:20:00,2.55,17239.0,United Kingdom,12,22,13,-2.55,2,23.0,heart,holder,holder heart
191037,C541586,21218,red spotty biscuit tin,-3.0,2011-01-19 14:36:00,3.75,12383.0,Belgium,1,19,14,-11.25,6,9.0,tin,biscuit,biscuit tin
191188,C539948,21888,bingo set,-4.0,2010-12-23 11:48:00,3.75,-2961.0,EIRE,12,23,11,-15.0,1,-4.0,bingo,other,other bingo
191261,C540243,22606,wooden skittles garden set,-1.0,2011-01-05 15:32:00,15.95,12585.0,Germany,1,5,15,-15.95,4,1.0,garden,wooden,wooden garden
191263,C540243,22777,glass cloche large,-2.0,2011-01-05 15:32:00,8.5,12585.0,Germany,1,5,15,-17.0,4,10.0,glass,cloche,cloche glass
191265,C540243,22778,glass cloche small,-1.0,2011-01-05 15:32:00,3.95,12585.0,Germany,1,5,15,-3.95,4,7.0,glass,cloche,cloche glass
191267,C540243,84945,multi colour silver tlight holder,-5.0,2011-01-05 15:32:00,0.85,12585.0,Germany,1,5,15,-4.25,4,211.0,holder,silver,silver holder
191277,C540243,22558,clothes pegs retrospot pack 24,-1.0,2011-01-05 15:32:00,1.49,12585.0,Germany,1,5,15,-1.49,4,35.0,retrospot,pack,pack retrospot
191289,C540243,22638,set of 4 napkin charms crowns,-1.0,2011-01-05 15:32:00,2.55,12585.0,Germany,1,5,15,-2.55,4,5.0,crowns,other,other crowns
191293,C540243,22316,200 bendy skull straws,-1.0,2011-01-05 15:32:00,1.25,12585.0,Germany,1,5,15,-1.25,4,11.0,skull,straws,straws skull
191312,C540243,22091,empire tissue box,-7.0,2011-01-05 15:32:00,1.25,12585.0,Germany,1,5,15,-8.75,4,5.0,box,tissue,tissue box
191315,C540243,22851,set 20 napkins fairy cakes design,-1.0,2011-01-05 15:32:00,0.85,12585.0,Germany,1,5,15,-0.85,4,11.0,fairy,napkins,napkins fairy
191327,C550171,20971,pink blue felt craft trinket box,-1.0,2011-04-14 16:53:00,1.25,12585.0,Germany,4,14,16,-1.25,4,23.0,box,trinket,trinket box
192045,C540781,22767,triple photo frame cornice,-1.0,2011-01-11 11:22:00,9.95,16875.0,United Kingdom,1,11,11,-9.95,9,11.0,frame,photo,photo frame
192049,C540781,22963,jam jar with green lid,-8.0,2011-01-11 11:22:00,0.85,16875.0,United Kingdom,1,11,11,-6.8,9,4.0,jar,jam,jam jar
192051,C540781,22962,jam jar with pink lid,-2.0,2011-01-11 11:22:00,0.85,16875.0,United Kingdom,1,11,11,-1.7,9,10.0,jar,jam,jam jar
192065,C540781,22171,3 hook photo shelf antique white,-1.0,2011-01-11 11:22:00,8.5,16875.0,United Kingdom,1,11,11,-8.5,9,1.0,hook,photo,photo hook
192069,C540781,22776,sweetheart cakestand 3 tier,-1.0,2011-01-11 11:22:00,9.95,16875.0,United Kingdom,1,11,11,-9.95,9,1.0,sweetheart,tier,tier sweetheart
192073,C540781,22720,set of 3 cake tins pantry design,-1.0,2011-01-11 11:22:00,4.95,16875.0,United Kingdom,1,11,11,-4.95,9,2.0,cake,pantry,pantry cake
192088,C549823,22139,retrospot tea set ceramic 11 pc,-1.0,2011-04-12 12:40:00,4.95,16875.0,United Kingdom,4,12,12,-4.95,9,5.0,retrospot,tea,tea retrospot
192118,C560907,84997a,childrens cutlery polkadot green,-3.0,2011-07-21 17:55:00,4.15,16875.0,United Kingdom,7,21,17,-12.450000000000001,9,9.0,polkadot,cutlery,cutlery polkadot
192121,C569971,23247,biscuit tin 50s christmas,-3.0,2011-10-06 19:20:00,2.89,16875.0,United Kingdom,10,6,19,-8.67,9,3.0,christmas,tin,tin christmas
192130,C569971,23301,gardeners kneeling pad keep calm,-2.0,2011-10-06 19:20:00,1.65,16875.0,United Kingdom,10,6,19,-3.3,9,10.0,pad,calm,calm pad
192162,C569971,23000,travel card wallet transport,-2.0,2011-10-06 19:20:00,0.42,16875.0,United Kingdom,10,6,19,-0.84,9,-2.0,card,travel,travel card
192195,C540382,21868,potting shed tea mug,-4.0,2011-01-06 17:38:00,1.25,12957.0,United Kingdom,1,6,17,-5.0,12,8.0,mug,tea,tea mug
192198,C540382,84949,silver hanging tlight holder,-1.0,2011-01-06 17:38:00,1.65,12957.0,United Kingdom,1,6,17,-1.65,12,5.0,holder,silver,silver holder
192227,C548721,21714,citronella candle garden pot,-4.0,2011-04-04 08:59:00,1.25,12957.0,United Kingdom,4,4,8,-5.0,12,8.0,candle,garden,garden candle
192229,C548721,21713,citronella candle flowerpot,-2.0,2011-04-04 08:59:00,2.1,12957.0,United Kingdom,4,4,8,-4.2,12,6.0,candle,citronella,citronella candle
192337,C569251,85066,cream sweetheart mini chest,-1.0,2011-10-03 10:37:00,12.75,12957.0,United Kingdom,10,3,10,-12.75,12,3.0,mini,cream,cream mini
192420,C580707,23661,milk maids mug,-6.0,2011-12-05 16:32:00,1.65,12957.0,United Kingdom,12,5,16,-9.899999999999999,12,6.0,mug,milk,milk mug
192437,C543239,84799,sprig lavender artificial flower,-12.0,2011-02-04 13:47:00,1.25,14462.0,United Kingdom,2,4,13,-15.0,14,4.0,flower,lavender,lavender flower
192440,C543239,84800s,small whitepink rose art flower,-2.0,2011-02-04 13:47:00,1.25,14462.0,United Kingdom,2,4,13,-2.5,14,4.0,flower,art,art flower
192519,C543239,84800m,medium whitepink rose art flower,-3.0,2011-02-04 13:47:00,1.69,14462.0,United Kingdom,2,4,13,-5.07,14,-3.0,flower,art,art flower
192595,C552718,84929,asstd fruitflowers fridge magnets,-12.0,2011-05-11 09:43:00,0.55,14462.0,United Kingdom,5,11,9,-6.6000000000000005,14,12.0,fridge,asstd,asstd fridge
192664,C570005,22722,set of 6 spice tins pantry design,-1.0,2011-10-07 09:22:00,3.95,14462.0,United Kingdom,10,7,9,-3.95,14,3.0,pantry,spice,spice pantry
193101,C556676,23243,set of tea coffee sugar tins pantry,-1.0,2011-06-13 17:18:00,4.95,13397.0,United Kingdom,6,13,17,-4.95,6,15.0,tea,pantry,pantry tea
193174,C540417,84997b,childrens cutlery retrospot red,-24.0,2011-01-07 10:56:00,3.75,13680.0,United Kingdom,1,7,10,-90.0,5,72.0,retrospot,cutlery,cutlery retrospot
193186,C540417,20728,lunch bag cars blue,-30.0,2011-01-07 10:56:00,1.65,13680.0,United Kingdom,1,7,10,-49.5,5,0.0,bag,lunch,lunch bag
193188,C540417,22386,jumbo bag pink polkadot,-20.0,2011-01-07 10:56:00,1.95,13680.0,United Kingdom,1,7,10,-39.0,5,0.0,bag,polkadot,polkadot bag
193190,C540417,20713,jumbo bag owls,-10.0,2011-01-07 10:56:00,1.95,13680.0,United Kingdom,1,7,10,-19.5,5,0.0,bag,other,other bag
193192,C540417,85099c,jumbo  bag baroque black white,-30.0,2011-01-07 10:56:00,1.95,13680.0,United Kingdom,1,7,10,-58.5,5,0.0,bag,baroque,baroque bag
193194,C540417,20712,jumbo bag woodland animals,-30.0,2011-01-07 10:56:00,1.95,13680.0,United Kingdom,1,7,10,-58.5,5,0.0,bag,woodland,woodland bag
193196,C540417,20726,lunch bag woodland,-40.0,2011-01-07 10:56:00,1.65,13680.0,United Kingdom,1,7,10,-66.0,5,0.0,bag,lunch,lunch bag
193198,C540417,20727,lunch bag  black skull,-30.0,2011-01-07 10:56:00,1.65,13680.0,United Kingdom,1,7,10,-49.5,5,0.0,bag,skull,skull bag
193200,C540417,20719,woodland charlotte bag,-30.0,2011-01-07 10:56:00,0.85,13680.0,United Kingdom,1,7,10,-25.5,5,0.0,bag,woodland,woodland bag
193202,C540417,22328,round snack boxes set of 4 fruits,-5.0,2011-01-07 10:56:00,2.95,13680.0,United Kingdom,1,7,10,-14.75,5,0.0,round,snack,snack round
193204,C540417,22326,round snack boxes set of4 woodland,-6.0,2011-01-07 10:56:00,2.95,13680.0,United Kingdom,1,7,10,-17.700000000000003,5,0.0,round,woodland,woodland round
193206,C540417,22628,picnic boxes set of 3 retrospot,-4.0,2011-01-07 10:56:00,4.95,13680.0,United Kingdom,1,7,10,-19.8,5,0.0,retrospot,picnic,picnic retrospot
193208,C540417,84991,60 teatime fairy cake cases,-24.0,2011-01-07 10:56:00,0.55,13680.0,United Kingdom,1,7,10,-13.200000000000001,5,0.0,cake,fairy,fairy cake
193210,C540417,84997d,childrens cutlery polkadot pink,-24.0,2011-01-07 10:56:00,3.75,13680.0,United Kingdom,1,7,10,-90.0,5,0.0,polkadot,cutlery,cutlery polkadot
193212,C540417,22352,lunch box with cutlery retrospot,-6.0,2011-01-07 10:56:00,2.55,13680.0,United Kingdom,1,7,10,-15.299999999999999,5,0.0,box,retrospot,retrospot box
193214,C540417,22197,popcorn holder,-10.0,2011-01-07 10:56:00,0.85,13680.0,United Kingdom,1,7,10,-8.5,5,0.0,holder,popcorn,popcorn holder
193216,C540417,47566b,tea time party bunting,-50.0,2011-01-07 10:56:00,3.75,13680.0,United Kingdom,1,7,10,-187.5,5,0.0,tea,party,party tea
193218,C540417,79321,chilli lights,-72.0,2011-01-07 10:56:00,4.25,13680.0,United Kingdom,1,7,10,-306.0,5,0.0,chilli,other,other chilli
193220,C540417,20725,lunch bag red retrospot,-100.0,2011-01-07 10:56:00,1.45,13680.0,United Kingdom,1,7,10,-145.0,5,0.0,bag,retrospot,retrospot bag
193222,C540417,21430,set3 red gingham rose storage box,-24.0,2011-01-07 10:56:00,3.39,13680.0,United Kingdom,1,7,10,-81.36,5,0.0,box,storage,storage box
193224,C540417,85099b,jumbo bag red retrospot,-100.0,2011-01-07 10:56:00,1.65,13680.0,United Kingdom,1,7,10,-165.0,5,0.0,bag,retrospot,retrospot bag
193363,C551585,22779,wooden owls light garland,-2.0,2011-05-03 11:23:00,4.25,12483.0,Sweden,5,3,11,-8.5,11,22.0,garland,light,light garland
193364,C551864,22779,wooden owls light garland,-2.0,2011-05-04 16:18:00,4.25,12483.0,Sweden,5,4,16,-8.5,11,22.0,garland,light,light garland
193394,C575081,23480,mini lights woodland mushrooms,-5.0,2011-11-08 13:30:00,3.75,12483.0,Sweden,11,8,13,-18.75,11,19.0,mini,woodland,woodland mini
193402,C575081,22633,hand warmer union jack,-1.0,2011-11-08 13:30:00,2.1,12483.0,Sweden,11,8,13,-2.1,11,11.0,union,jack,jack union
193548,C564478,22990,cotton apron pantry design,-2.0,2011-08-25 13:12:00,4.95,14732.0,United Kingdom,8,25,13,-9.9,10,2.0,pantry,cotton,cotton pantry
193652,C577354,23470,card holder love bird large,-1.0,2011-11-18 15:50:00,6.25,14732.0,United Kingdom,11,18,15,-6.25,10,1.0,card,holder,holder card
193773,C556057,22456,natural slate chalkboard large,-1.0,2011-06-08 13:50:00,4.95,14221.0,United Kingdom,6,8,13,-4.95,10,5.0,slate,chalkboard,chalkboard slate
194019,C540109,85071a,blue charlielola personal doorsign,-150.0,2011-01-04 17:12:00,2.95,17389.0,United Kingdom,1,4,17,-442.5,42,-150.0,charlielola,doorsign,doorsign charlielola
194051,C562959,85066,cream sweetheart mini chest,-6.0,2011-08-11 10:21:00,1.8,17389.0,United Kingdom,8,11,10,-10.8,42,352.0,mini,cream,cream mini
194056,C541818,22207,frying pan union flag,-1.0,2011-01-21 16:34:00,3.75,17389.0,United Kingdom,1,21,16,-3.75,42,233.0,union,pan,pan union
194078,C562959,22138,baking set 9 piece retrospot,-6.0,2011-08-11 10:21:00,0.7,17389.0,United Kingdom,8,11,10,-4.199999999999999,42,198.0,retrospot,piece,piece retrospot
194095,C542395,85126,large round cutglass candlestick,-1.0,2011-01-27 15:12:00,6.75,17389.0,United Kingdom,1,27,15,-6.75,42,-1.0,round,candlestick,candlestick round
194098,C553656,22607,wooden rounders garden set,-1.0,2011-05-18 11:21:00,8.5,17389.0,United Kingdom,5,18,11,-8.5,42,134.0,garden,wooden,wooden garden
194100,C558468,22607,wooden rounders garden set,-1.0,2011-06-29 15:23:00,8.5,17389.0,United Kingdom,6,29,15,-8.5,42,134.0,garden,wooden,wooden garden
194118,C559033,22760,tray breakfast in bed,-1.0,2011-07-05 14:54:00,10.95,17389.0,United Kingdom,7,5,14,-10.95,42,119.0,tray,breakfast,breakfast tray
194125,C553656,22606,wooden skittles garden set,-1.0,2011-05-18 11:21:00,12.75,17389.0,United Kingdom,5,18,11,-12.75,42,47.0,garden,wooden,wooden garden
194172,C562022,22960,jam making set with jars,-2.0,2011-08-01 15:39:00,3.75,17389.0,United Kingdom,8,1,15,-7.5,42,226.0,jam,making,making jam
194244,C540129,22352,lunch box with cutlery retrospot,-3.0,2011-01-05 10:46:00,2.55,12578.0,Italy,1,5,10,-7.6499999999999995,4,9.0,box,retrospot,retrospot box
194248,C542273,22301,coffee mug cat  bird design,-1.0,2011-01-27 10:01:00,2.55,12578.0,Italy,1,27,10,-2.55,4,11.0,mug,bird,bird mug
194250,C542273,22300,coffee mug dog  ball design,-1.0,2011-01-27 10:01:00,2.55,12578.0,Italy,1,27,10,-2.55,4,11.0,mug,ball,ball mug
194306,C542273,22099,caravan square tissue box,-9.0,2011-01-27 10:01:00,1.25,12578.0,Italy,1,27,10,-11.25,4,3.0,box,tissue,tissue box
194315,C542273,21936,red retrospot picnic bag,-2.0,2011-01-27 10:01:00,2.95,12578.0,Italy,1,27,10,-5.9,4,3.0,bag,retrospot,retrospot bag
194320,C542273,20980,36 pencils tube posy,-9.0,2011-01-27 10:01:00,1.25,12578.0,Italy,1,27,10,-11.25,4,-9.0,tube,posy,posy tube
194380,C555355,35810b,enamel blue rim coffee container,-12.0,2011-06-02 13:27:00,0.83,15841.0,United Kingdom,6,2,13,-9.959999999999999,6,0.0,enamel,coffee,coffee enamel
194397,C569953,21925,union stripe cushion cover,-2.0,2011-10-06 18:31:00,1.25,15841.0,United Kingdom,10,6,18,-2.5,6,22.0,cover,cushion,cushion cover
194412,C569953,21926,redcream stripe cushion cover,-2.0,2011-10-06 18:31:00,1.25,15841.0,United Kingdom,10,6,18,-2.5,6,10.0,cover,cushion,cushion cover
194699,C540155,72802b,ocean scent candle in jewelled box,-54.0,2011-01-05 11:31:00,3.81,-2930.0,Bahrain,1,5,11,-205.74,1,-54.0,box,candle,candle box
195792,C558095,23210,white rocking horse hand painted,-144.0,2011-06-26 13:13:00,1.04,15046.0,United Kingdom,6,26,13,-149.76,16,96.0,hand,horse,horse hand
195874,C550530,22557,plasters in tin vintage paisley,-9.0,2011-04-19 10:52:00,1.65,13082.0,United Kingdom,4,19,10,-14.85,10,3.0,vintage,tin,tin vintage
195883,C550530,22555,plasters in tin strongman,-2.0,2011-04-19 10:52:00,1.65,13082.0,United Kingdom,4,19,10,-3.3,10,10.0,tin,plasters,plasters tin
196350,C540950,22960,jam making set with jars,-1.0,2011-01-12 12:51:00,4.25,18226.0,United Kingdom,1,12,12,-4.25,14,5.0,jam,making,making jam
196537,C567952,23404,home sweet home blackboard,-4.0,2011-09-23 08:26:00,4.95,18226.0,United Kingdom,9,23,8,-19.8,14,2.0,home,sweet,sweet home
196545,C573765,23494,vintage doily deluxe sewing kit,-2.0,2011-11-01 09:57:00,5.95,18226.0,United Kingdom,11,1,9,-11.9,14,1.0,vintage,kit,kit vintage
196632,C560540,22492,mini paint set vintage,-36.0,2011-07-19 12:26:00,0.65,12415.0,Australia,7,19,12,-23.400000000000002,24,2880.0,vintage,mini,mini vintage
196652,C560540,22720,set of 3 cake tins pantry design,-1.0,2011-07-19 12:26:00,4.95,12415.0,Australia,7,19,12,-4.95,24,432.0,cake,pantry,pantry cake
196693,C551348,22990,cotton apron pantry design,-100.0,2011-04-28 09:49:00,4.25,12415.0,Australia,4,28,9,-425.0,24,0.0,pantry,cotton,cotton pantry
196696,C545525,22969,homemade jam scented candles,-86.0,2011-03-03 13:11:00,1.25,12415.0,Australia,3,3,13,-107.5,24,970.0,jam,homemade,homemade jam
196779,C545525,22697,green regency teacup and saucer,-24.0,2011-03-03 13:11:00,2.55,12415.0,Australia,3,3,13,-61.199999999999996,24,120.0,regency,saucer,saucer regency
196794,C560540,21210,set of 72 retrospot paper  doilies,-1.0,2011-07-19 12:26:00,1.45,12415.0,Australia,7,19,12,-1.45,24,384.0,retrospot,paper,paper retrospot
197002,C560540,21933,pink vintage paisley picnic bag,-1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,7,19,12,-1.65,24,100.0,vintage,bag,bag vintage
197007,C560540,21929,jumbo bag pink vintage paisley,-1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,7,19,12,-2.08,24,200.0,vintage,bag,bag vintage
197011,C560540,23166,medium ceramic top storage jar,-1.0,2011-07-19 12:26:00,1.25,12415.0,Australia,7,19,12,-1.25,24,192.0,jar,storage,storage jar
197015,C560540,23167,small ceramic top storage jar,-1.0,2011-07-19 12:26:00,0.83,12415.0,Australia,7,19,12,-0.83,24,144.0,jar,storage,storage jar
197019,C560540,23165,large ceramic top storage jar,-1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,7,19,12,-1.65,24,240.0,jar,storage,storage jar
197023,C560540,23174,regency sugar bowl green,-1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,7,19,12,-4.15,24,72.0,bowl,regency,regency bowl
197027,C560540,23190,bundle of 3 school exercise books,-1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,7,19,12,-1.65,24,144.0,school,bundle,bundle school
197030,C560540,23192,bundle of 3 alphabet exercise books,-1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,7,19,12,-1.65,24,192.0,alphabet,bundle,bundle alphabet
197035,C560540,23240,set of 4 knick knack tins doily,-1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,7,19,12,-4.15,24,288.0,knack,other,other knack
197039,C560540,23243,set of tea coffee sugar tins pantry,-1.0,2011-07-19 12:26:00,4.95,12415.0,Australia,7,19,12,-4.95,24,240.0,tea,pantry,pantry tea
197044,C560540,23306,set of 36 doilies pantry design,-1.0,2011-07-19 12:26:00,1.45,12415.0,Australia,7,19,12,-1.45,24,144.0,pantry,doilies,doilies pantry
197047,C560540,23307,set of 60 pantry design cake cases,-1.0,2011-07-19 12:26:00,0.55,12415.0,Australia,7,19,12,-0.55,24,240.0,cake,pantry,pantry cake
197054,C560540,23236,storage tin vintage doily,-1.0,2011-07-19 12:26:00,2.89,12415.0,Australia,7,19,12,-2.89,24,192.0,vintage,tin,tin vintage
197058,C560540,23241,treasure tin gymkhana design,-1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,7,19,12,-2.08,24,288.0,tin,treasure,treasure tin
197062,C560540,23242,treasure tin buffalo bill,-1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,7,19,12,-2.08,24,240.0,tin,treasure,treasure tin
197066,C560540,23237,set of 4 knick knack tins leaf,-1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,7,19,12,-4.15,24,144.0,leaf,knack,knack leaf
197070,C560540,23235,biscuit tin vintage leaf,-1.0,2011-07-19 12:26:00,2.89,12415.0,Australia,7,19,12,-2.89,24,96.0,vintage,tin,tin vintage
197073,C560540,23244,round storage tin vintage leaf,-1.0,2011-07-19 12:26:00,1.95,12415.0,Australia,7,19,12,-1.95,24,144.0,vintage,tin,tin vintage
197077,C560540,23245,set of 3 regency cake tins,-1.0,2011-07-19 12:26:00,4.95,12415.0,Australia,7,19,12,-4.95,24,272.0,cake,regency,regency cake
197082,C560540,21974,set of 36 paisley flower doilies,-1.0,2011-07-19 12:26:00,1.45,12415.0,Australia,7,19,12,-1.45,24,144.0,flower,paisley,paisley flower
197085,C560540,23291,dolly girl childrens cup,-1.0,2011-07-19 12:26:00,1.25,12415.0,Australia,7,19,12,-1.25,24,96.0,cup,girl,girl cup
197088,C560540,23292,spaceboy childrens cup,-1.0,2011-07-19 12:26:00,1.25,12415.0,Australia,7,19,12,-1.25,24,96.0,cup,spaceboy,spaceboy cup
197091,C560540,23154,set of 4 jam jar magnets,-1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,7,19,12,-2.08,24,120.0,jar,jam,jam jar
197094,C560540,23159,set of 5 pancake day magnets,-1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,7,19,12,-2.08,24,120.0,day,other,other day
197101,C560540,23108,set of 10 led dolly lights,-1.0,2011-07-19 12:26:00,6.25,12415.0,Australia,7,19,12,-6.25,24,108.0,other,other,other other
